word,count;
nano-aerodrive,1;
halophytic,1;
simulation,1;
limiting,1;
Preparing,1;
involves,1;
KERZENZUBEREITUNG,1;
waxes,1;
Multi-mode,1;
suspension,1;
fuel-based,1;
streams,1;
self-adapting,1;
Protect,1;
SUBTERRANEAN,1;
Target,1;
DES,1;
ROTOR,,1;
LEAK,1;
VAPOR,1;
incorporated,1;
Supplying,1;
refueling,1;
gap,1;
Valveless,1;
clean-up,1;
secondary,1;
explosive,1;
authentication,1;
Start,1;
ATTACHING,1;
search,1;
TRACTIVE-POWER,1;
DIFFUSION,1;
pack,1;
Stoffgemisches,1;
flying,,1;
Speicherung,1;
NAPTHENIC,1;
CARBONATE,1;
harmonic,1;
membrane-pyrolysis,1;
remaining,1;
HEAD,1;
BAG,1;
adapted,1;
COLLABORATIVE,1;
VARYING,1;
KRAFTSTOFFMERKMALE,1;
廃棄物および／またはバイオマスから有用な製品を製造する方法,1;
axis,,1;
PRE-IGNITION,1;
Utilization,1;
【発明の名称】吸気バルブ堆積物を極小化するための添加物、及びそれらの使用,1;
DEOXIDATION,1;
Sustained-G,1;
Fuels,,1;
Duty,1;
rechargeable,1;
foamable,1;
solution,1;
recharging,1;
fischer-tropsch,1;
storing,1;
belly-tangent,1;
INTERCONTINENTAL,1;
lower,1;
shaft,1;
chemical,,1;
CLOSED,1;
spar,1;
black,1;
Mobius-like,1;
Flugzeug,,1;
DOME-TO-LINE,1;
Liner,1;
BRENNSTOFFZUSATZ,1;
coolants,1;
MIXING,1;
VISCOSITY,1;
LIQUIFACTION,1;
concentrates,1;
low-octane,1;
mitigating,1;
Creating,1;
Brayon,1;
SEPARATION,1;
HYPOXIA,1;
IDENTIFICATION,1;
PHOTON,1;
INCENDIARY,1;
discharge.,1;
Verkehrsflugzeug,1;
MAINLY,1;
HYGROSCOPIC,1;
Full-segregated,1;
alkanes,1;
Extending,1;
Performing,1;
Vehicles);0,1
coffee,1;
capture,,1;
DH-069.485,1;
optimize,1;
assist,1;
pyrolyzed,1;
(E.G.,1;
Nanofoams/Aerogels,1;
non-photosynthetic,1;
HARNESS,1;
ELECTRODES,1;
RICH-QUENCHING-LEAN,1;
Externally,1;
RESISTIVE,1;
supplying,1;
matter,1;
GROW,1;
Alkane,1;
microfiber,1;
STRAINS,1;
Coolant,1;
BONDED,1;
Learning,1;
C1,1;
Restartable,,1;
EPOXY,1;
SAVING,1;
Size,1;
Driving,1;
Dual-stage,1;
heavy,1;
THEREOF,,1;
(FCEV),,1;
Emerging,1;
Purification,1;
NANO-AERODRIVE,1;
sensitive,1;
TRACEABILITY,1;
MODELLING,1;
CATAPULTING,1;
Fluggeschwindigkeit,1;
SUPPLYING,1;
OILY,1;
slurry,1;
electricity,1;
SIZE,1;
spinning,1;
bed,1;
Into,1;
Neutron,1;
Landings,1;
concept,1;
hydrides,1;
MEDICAL,1;
non-exothermic,1;
Space,1;
Self-sealing,1;
reed,1;
bag,1;
discharge,1;
(V-FDR)/cockpit-cabin,1;
butanediol,1;
LAYOUT,1;
PLASTIC,1;
Steuerungs-,1;
Auftrieb,1;
Angepasste,1;
lead,1;
FAT,1;
SYNTHESIZED,1;
convert,1;
mach,1;
BREATHABLE,,1;
MEMBER,1;
Leistungssteuer-Einrichtung,1;
Konditionierung,1;
PERMITTING,1;
VENTING,1;
compensation,1;
mounted,1;
SILANES,1;
mobilization,1;
pod,1;
Raw,1;
ALL-WHEEL,1;
connection,1;
NACELLES,1;
strength,1;
axial,1;
DURABLE,1;
Ground,1;
HYDROLYSIS,1;
FLugplattform,1;
LIMITATION,1;
MANAGER,1;
crash,1;
One-piece,1;
step,1;
Trucks,1;
Unfueled,1;
CARBIDE,,1;
Assets,1;
In-Flight,1;
SCHEMES,1;
furfural,1;
TRAINING,1;
Steigerung,1;
PHOTOBIOREACTOR,1;
generant,1;
soils,1;
AQUATIC-LIKE,1;
BIODEGRADABLE,1;
AGR044-M01,1;
biocoal,1;
Condition,1;
LAUNDRY,1;
一体型陸上−航空輸送システム,1;
PLANTS,,1;
contamination,1;
CHEMISTRIES,,1;
hybrid,,1;
momentum,1;
transportation,,1;
Speed,1;
WHEELED,1;
Molecular,1;
SCALABLE,1;
transmitting,1;
ADAPTER,,1;
Ｈ２Ｏベース電気化学的水素−触媒パワーシステム,1;
REINFORCEMENT,1;
ORTHO-VANADATE,1;
機能的流体のための添加物ゲルの制御放出,1;
engineering,1;
example,,1;
Alloys,1;
board,1;
Heater,1;
swashplate,1;
FORMS,1;
walls,1;
LITHIUM-SULFUR,1;
dessen,1;
FLUGZEUGS,1;
REPRODUCIBLE,1;
バイオマスの加工方法,1;
oils,,1;
Networked,1;
TOUGHNESS,1;
awareness,1;
Lognocellulosic,1;
Protective,1;
recessed,1;
エンジニア再認証アシスタント,1;
CONDUCT,1;
tip,1;
MIT,1;
increase,1;
SCHEDULE,1;
,,1;
functionalized,1;
Respiratory,1;
TOW,1;
Co-processing,1;
telecommunications,1;
stationary,1;
VIDEO,1;
Verminderung,1;
Transport,1;
Efficient,1;
web,1;
COMPACTED,1;
residuum,1;
flier—a,1;
aerodynamic,1;
short,1;
COMMAND,1;
Firefighting,1;
REQUIRING,1;
FILMBILDENDE,1;
RECORDER,1;
TRANSPORTING,1;
THERMOCHEMICAL,1;
CUTS,1;
Spark,1;
safe,,1;
Operability,1;
PREDICTION,1;
COMMUNICATING,1;
FLAME-ARRESTOR,1;
Anemometer,1;
YAW,1;
offshore,1;
firefighting,1;
sulfur-containing,1;
RADIATIVELY,1;
verbesserten,1;
BIODEGRADATION,1;
driftdown,1;
generator,,1;
super-efficient,1;
capabiltiy,1;
BASES;0,1
FATIGUE,1;
BE,1;
CONVERTIBLE,1;
drei,,1;
APPLYING,1;
制御された核融合のプロセス,1;
Annular,1;
POST-TRANSESTERIFICATION,1;
Downstream,1;
DISCRETE,1;
Torsional,1;
glycerides,1;
T-SCAVENGED,1;
ALARM,1;
identify,1;
projectile,1;
SHAPE,1;
manifolding,1;
ones,1;
cost-estimating,1;
instrument,1;
aldehydes,1;
vaporized,1;
resistant,,1;
alloys.,1;
RIDE,,1;
RESTRAINING,1;
FUNCTION,1;
TRANSFORMING,1;
バイオマスからの燃料および生物肥料の製造,1;
PLASMA-CATALYZED,,1;
destruction,1;
Resin,1;
industry.,1;
TRAINS,,1;
“SO-80”,1;
Nano-graphitic,1;
(SOLID-STATE,1;
DISTANCE,1;
non-ferromagnetic,1;
transformation,1;
Ozone,1;
AIRLINE,1;
drones,1;
decomposition,1;
continuous,1;
Transmissions,1;
Applications,1;
airbags,1;
FRACTURE,1;
bipolar,1;
Related,1;
INGESTION,1;
smart,1;
constituent,1;
transporting,1;
HUBSCHRAUBERS,1;
expansion,1;
controller,,1;
TANKER,1;
carbohydrates,1;
cross,1;
Fabrics,1;
dual-engine,1;
Superconducting,1;
Preparation,1;
BRAKING,1;
most,1;
indirect,1;
Kerosene,1;
CONFIGURATION,1;
STROEMUNGSMITTEL,1;
hypergolic,1;
STROM,1;
HORIZONTALSTARTENDEN,1;
derived/carbon,1;
CONTAMINATION,1;
biodegradation,1;
forced-draft,1;
fibers,,1;
catalyst,,1;
Trucks,,1;
microchannel,1;
ASSURANCE,1;
DRIVEN,1;
portions,1;
DEVELOPING,1;
ROW,1;
DECREASING,1;
Notsauerstoffsystemen,1;
LENGTH,1;
COAXIAL,1;
ERNEUERBARER,1;
CRUISING,1;
auxilliary,1;
Trapped,1;
PERICRITICAL,1;
AGR044-312E,1;
Planetary,1;
weather,1;
Scaffold,1;
prioritization,1;
LAUNCHER,1;
RESULTING,1;
MATCHING,1;
tilt,1;
USPTO,1;
base,1;
tunable,1;
Risk,1;
containment,1;
airstream,1;
Hydro-Electric,1;
Such,1;
CO-CULTURING,1;
BURNING-RESISTANT,1;
interlocked,1;
GRADIATOR,1;
FEATHER-REVERSIBLE,1;
RESTRAIN,1;
rock,1;
HALOGENATED,1;
GAMMA,1;
polyols,1;
Upgrading,1;
GPS,1;
Retail,1;
evaluating,1;
embodiment,1;
being,1;
layer(s),1;
LEISTUNGSPARAMETER,1;
再生可能な化学物質を調製するための統合的方法,1;
RETESTING,1;
UPGRADES,1;
対象物を輸送する方法、輸送システム、及び輸送手段,1;
EINER,1;
EJECTION,1;
Methodology,1;
Full,1;
inject,1;
Rotorcraft,,1;
Oligomerization,1;
RECOVERABLE,1;
Microturbomachinery,1;
Surfaces,1;
‘SO-60’,1;
cycle,,1;
Search,1;
distillation,1;
LIPID-DERIVED,1;
KELP-BASED,1;
monergolic,1;
風力エネルギータービンシェルステーション,1;
TURBOJET,1;
PROPELLING,1;
inert,1;
PREROTATION,1;
CYCLE,,1;
idle,1;
Error,1;
BLOWOUT,1;
alkylmethylsiloxanes.,1;
Fluoropolymer,1;
Computer-implemented,1;
add-on,1;
SUSTAINER,1;
kerosene,1;
Aviating,1;
stack,1;
GRASSES,1;
PRESPATANE,1;
Torsionally,1;
NEAR,1;
ground-based,1;
in-situ,1;
WING-IN-GROUND-EFFECT,1;
Verbindungen,1;
ORBIT,1;
Manufacturing,1;
CONSTANT,1;
Sliding,1;
advanced,1;
NOX,,1;
Evacuated,1;
borane,1;
IMPLEMENTED,1;
STEP,1;
TRIGLYCERIDES,1;
Reaktions-,1;
TREE,1;
環境保全と経済性を両立させる低エントロピー・エンジン,1;
MINIMIZING,1;
CORN,1;
UNPREDICTABLE,1;
WITHDRAWN,1;
wash,1;
concrete,1;
adapter,1;
tiltable,1;
evolution,1;
INGOT,1;
Triebwerke,1;
dimerization,1;
hydrocarbon,,1;
MOIETY,1;
applying,1;
ROASTERS,1;
emulsifier,1;
Operator-safe,1;
anaerobic,1;
Chain,1;
wear,1;
TOP,1;
Mehrzweckflügelkörper,1;
kosmische,1;
layout,1;
INTEGRIERTES,1;
Kohlenwasserstoff,1;
point,1;
BIOKEROSENE,1;
(UFV),1;
terrain,1;
Unified,1;
cyclopentadiene,1;
FLOATING,1;
tandem-,1;
Temperatur,1;
LARGE,1;
PROZESS,1;
peridotite-type,1;
CRYO-COMPRESSED,1;
Synthesis,1;
printed,1;
Transformable,1;
reformer/CPN,1;
NITRIDE,,1;
HUMAN,1;
origin,1;
ADDITIVELY,1;
ENDURANCE,1;
【発明の名称】ターボクラフト,1;
Reactors,1;
TUNING,1;
Pneumatic,1;
Variable-geometry,1;
Securing,1;
vaporization,1;
filler,1;
reactor,,1;
Mast,1;
Indicators,1;
Container,1;
valves,1;
OIL-FREE,1;
OPERATOR-SAFE,1;
designing,1;
NEUTRALIZING,1;
Multibody,1;
durations,1;
porous,1;
ANTIWEAR,1;
Gasturbinen,1;
FRAME,1;
Multi-Axis,1;
RICH,1;
substituted,1;
Stratospheric,1;
SWASHPLATE,1;
INFERENCE,1;
An,1;
signal,1;
mechanical,1;
MEMBRANE,1;
oxidizer,1;
PASSAGE,1;
AEROFOILS,1;
Ammonia,1;
MULTI-FUEL,,1;
Proliferating,1;
fence,1;
DESIGNED,1;
Erosion,1;
conducting,1;
restartable,,1;
RELATIVE,1;
GRADIENTS;0,1
FORMATE,1;
pressurized,1;
boiling,1;
ramjet,1;
Substituted,1;
replace,1;
hydrolysis/hydroprocessing,1;
hydropyrolysis,1;
inflation,1;
field-deployable,1;
REACTORS,1;
AIRCRAFT.,1;
COMMODITY,1;
Austrittsgeschwindigkeit,1;
Steuervorrichtung,1;
空中、水中、及び地形環境において安全な操作のために改良された安定性を備える汎用乗り物,1;
SOWIE,1;
Attenuation,1;
Sources,1;
Carbonaceous,1;
Ceramic-encased,1;
plug,1;
SELF-SEALING,1;
Engaging,1;
Hydrodeoxigenation,1;
thermionic,1;
sensing,1;
WATERPROOF,1;
row,1;
HYDRODEOXYGENATION,1;
３ホイールターボマシンを用いた環境制御システムの改善された予冷方法および航空機,1;
WAESSRIGE,1;
volatile,1;
EJECTABLE,1;
effectuating,1;
ultra-high,1;
pre-treatement,1;
authority,1;
PROTEINS,1;
families,1;
successive,1;
oxyhydrogen,1;
condition,1;
BUTANEDIOL,1;
ナノグラファイトスポンジおよびその製造方法,1;
INDICATOR.,1;
SOLIDS,1;
derived/aqueous,1;
BRASSICA,1;
rich-quench-lean,1;
APPROXIMATELY,1;
VEHICLE-BASED,1;
adviser,1;
distance,1;
非生物有機材料の帯電防止処理と導電性改善に適した添加剤組成物,1;
GEWICHT,1;
SCHWERPUNKT,1;
alkylmethylsiloxanes,1;
Gewinnung,,1;
SUPPLY-DEMAND,1;
ingredients,1;
bacteria,1;
LOADED,1;
Natural,1;
FIRES,1;
contaminated,1;
MODELING,1;
joining,1;
pulses,1;
Spacer,1;
SINGLE-PROPELLER,1;
FLUGZEUGEN,1;
drilling,1;
Derived,1;
Explosion-resistant,1;
liquified,1;
wing-in-ground,1;
size,1;
calculations,1;
SANDS,1;
cleanliness,1;
afterbody,1;
laminates,1;
Corrosion,1;
Tool,1;
ortho-vanadate,1;
TRANSMITTANCE,1;
MISSILE,1;
glycerol,1;
collector,1;
One-Step,1;
quality,1;
Compounded,1;
battery-based,1;
【発明の名称】操縦制御用ディスプレイ,1;
Überlagern,1;
イオン交換樹脂触媒による混合ブテンの二量化／オリゴマー化のためのプロセス,1;
VANE,,1;
AGRICULTURAL,1;
DYNAMIC,,1;
CALORIFIC,1;
BOARD,1;
Spark-based,1;
sections,1;
include;0,1
MOLECULE:,1;
assessment,1;
Authentication,1;
SHARE,1;
Comprising,1;
Concepts,1;
thalassic,1;
INITIATING,1;
risk,1;
Solid-state,1;
regulating,1;
aufweist,1;
arc-firing,1;
Schmiermittels,1;
Treibstoffverbrauchs,1;
cool,1;
REFORMATION,1;
Autopilot,1;
eco-friendly,1;
toluene,1;
parachute-glider,1;
coolant,1;
loads,,1;
BRENNSTOFFZUSAMMENSETZUNG,1;
監視システム,1;
REFUSE,1;
SUBSEQUENT,1;
footprint,1;
VALUE,1;
chlorinated,1;
WHOLE,1;
ENABLING,1;
durable,,1;
LIFE-CYCLE,1;
UNIT,,1;
VALINE,1;
damper,1;
ARCHITECTURE,1;
compressor,,1;
machines,1;
inhibitors:,1;
Multiple,1;
capturing,1;
for,,1;
sole,1;
Adapter,,1;
OMNIBUS,1;
液体燃料式パルスデトネーションエンジンの低温始動のためのプレナム空気予熱,1;
H2,1;
centrifuge,1;
CARBOCYCLIC,1;
PRE-MIX,1;
Co-Dimerization,1;
INFLUENCING,1;
(CPR)/video-flight,1;
Hyperschall-Flugzeugträger,1;
PRETREATMENT,1;
Flugmotoren,1;
UMFORMEN,1;
Brennstoffspeise-,1;
OXYGENATED,1;
Recovered,1;
candle,1;
Reducing,1;
augmented,1;
