Assignee,Inventor Name,Document Type,Publication Year,Filing Year,Document Count
"Kawasaki Heavy Industries, Ltd.",Taitaro Tanaka; Yasuhiro Ogawa; Mitsugu Ashikaga; Masahiro Ibi; Yasushi Nagata,JP,1998.0,1991.0,1
"Kidda Technologies, Inc.",Josephine Gabriel Gatosonides; Robert G. Dunster,JP,2013.0,2010.0,1
Knoxtec Incorporated,"Sadas, Bruce Sea; Sloan, Ralph Jay; Palaiscar, Vishwesh; Ramavajara, Madue",JP,2001.0,1997.0,1
LABALA GUSTAVO FRANCISCO (AR),LABALA GUSTAVO FRANCISCO (BR),EP,2005.0,2005.0,1
LANZATECH INC (US),SIMPSON SEAN DENNIS (US); HOLMGREN JENNIFER ROSA (US); CLOMBURG JAMES MACALLISTER (US); DALEIDEN JIM JEFFREY (US); HARRIS AUDREY JEAN (US); JONES STEPHANIE RHIANON (US); KOEPKE MICHAEL (US); POLITANO TIMOTHY JAMES (US),WIPO,2023.0,2023.0,1
LANZATECH NEW ZEALAND LTD (NZ); SIMPSON SEAN DENNIS (NZ); TRAN PHUONG LOAN (NZ); MIHALCEA CHRISTOPHE DANIEL (NZ); FUNG JENNIFER MON YEE (US); LIEW FUNGMIN (NZ),SIMPSON SEAN DENNIS (NZ); TRAN PHUONG LOAN (NZ); MIHALCEA CHRISTOPHE DANIEL (NZ); FUNG JENNIFER MON YEE (US); LIEW FUNGMIN (NZ),WIPO,2009.0,2009.0,1
LAVROV PETR PETROVICH (RU); KONOVALOV VLADIMIR MIKHAILOVIC (RU),KONOVALOV VLADIMIR MIKHAILOVIC (RU),WIPO,2000.0,1999.0,1
"LCB INT INC (Tortola, VG1110, VG); GESANG WANGJIE (Shanghai 201603, CN); CHA WEI (Shanghai 201603, CN)",GESANG WANGJIE (CN); CHA WEI (CN),EP,2023.0,2021.0,1
LCB INT INC; GESANG WANGJIE (CN); CHA WEI (CN),GESANG WANGJIE (CN); CHA WEI (CN),WIPO,2021.0,2021.0,1
"LEONARDO SPA (00195 Roma, IT)",ABDEL NOUR PIERRE (IT); BRUGHERA PAOLO (IT); CASSINELLI CARLO (IT),EP,2020.0,2018.0,1
"LEONARDO SPA (00195 Roma, IT)",ABDEL NOUR PIERRE (IT); BRUGHERA PAOLO (IT); CASSINELLI CARLO (IT),EP,2021.0,2018.0,1
LIFESTYLE TECHNOLOGIES (US),POTEGA PATRICK H,WIPO,1999.0,1998.0,1
LIFESTYLE TECHNOLOGIES (US),POTEGA PATRICK H (US),EP,2000.0,1998.0,1
LITECO AG (CH),WEISS HARDY P DR (CH); HANNOSCHOECK NIKOLAUS DR (CH); THOMAS MICHEL (FR),DE,1992.0,1990.0,1
LONG DONALD JAMES (US),LONG DONALD JAMES (US),WIPO,2011.0,2010.0,1
LUBRIZOL CORP (US),BARTLEY STURT L (US); WEYENBERG THOMAS R (US); NICHOLLS MICHAEL D (US); PARKER GARRETT (US),WIPO,2016.0,2016.0,1
LUBRIZOL CORP (US),BARTON WILLIAM R S (GB); CRAWLEY SETH L (US); MOSIER PATRICK E (US); GIESELMAN MATTHEW D (US); SACCOMANDO DANIEL J (GB),EP,2012.0,2010.0,1
LUBRIZOL CORP (US),KOCH FREDERICK WILLIAM (US),DE,1995.0,1982.0,1
"LUBRIZOL CORP (Wickliffe, Ohio 44092, US)",BARTLEY STUART L (US); WEYENBERG THOMAS R (US); NICHOLLS MICHAEL D (US); PARKER GARRETT (US),EP,2017.0,2016.0,1
"LUBRIZOL CORP (Wickliffe, Ohio 44092, US)",BARTLEY STUART L (US); WEYENBERG THOMAS R (US); NICHOLLS MICHAEL D (US); PARKER GARRETT (US),EP,2023.0,2016.0,1
"LYNNTECH INC (College Station, TX 77845, US)",REEH JONATHAN (US); WAJE MAHESH (US); KESMEZ MEHMET (US); SALINAS CARLOS (US); VARUGHESE JIBI (US); ZBRANEK JOHN (US); COCKING SETH (US); BALASUBRAMANIAN ASHWIN (US); TEURMAN CORY (US); NETHERLAND JAMES (US); HITCHENS GEOFFREY DUNCAN (US),EP,2023.0,2017.0,1
Laborvital GmbH; Nobbe Saverio,Nobbe Saverio,JP,2023.0,2021.0,1
M FIRE HOLDINGS LLC (US),CONBOY STEPHEN (US),WIPO,2022.0,2022.0,1
MALLEN BRIAN D (US); KELLER JAKOB K (CH); BREIDENTHAL ROBERT E JR (US),MALLEN BRIAN D (US); KELLER JAKOB K (CH); BREIDENTHAL ROBERT E JR (US),WIPO,1996.0,1996.0,1
MANN CHRISTOPHER (GB); BENNETT MICHAEL (GB),MANN CHRISTOPHER (GB); BENNETT MICHAEL (GB),EP,2014.0,2012.0,1
MANN CHRISTOPHER (GB); BENNETT MICHAEL (GB),MANN CHRISTOPHER (GB); BENNETT MICHAEL (GB),WIPO,2013.0,2012.0,1
MARCHETTI SOC CHARLES,HUGO LAUFER THEODORE,DE,1969.0,1967.0,1
MARGESCU GEORGE ALAIN (RO),MARGESCU GEORGE ALAIN (RO),WIPO,2021.0,2020.0,1
MARGESCU GEORGE ALAIN (RO),MARGESCU GEORGE ALAIN (RO),WIPO,2022.0,2020.0,1
MARTINEZ ANTHONY (US),MARTINEZ ANTHONY (US),WIPO,2013.0,2012.0,1
MARTINS VALMERON (BR); KOERICH PEDRO JONAS (BR),MARTINS VALMERON (BR); KOERICH PEDRO JONAS (BR),WIPO,2013.0,2012.0,1
MARUI TOMOTAKA,MARUI TOMOTAKA,JP,2000.0,1999.0,2
"MASSACHUSETTS INST TECHNOLOGY (Cambridge, MA 02139, US)",EPSTEIN ALAN H (US); SENTURIA STEPHEN D (US); WAITZ IAN A (US); LANG JEFFREY H (US); JACOBSON STUART A (US); EHRICH FREDRIC F (US); SCHMIDT MARTIN A (US); ANANTHASURESH G K (US); SPEARING MARK S (US); BREUER KENNETH S (US); NAGLE STEVEN F (US),EP,1999.0,1997.0,1
"MASSACHUSETTS INST TECHNOLOGY (Cambridge, MA 02139, US)",EPSTEIN ALAN H (US); SENTURIA STEPHEN D (US); WAITZ IAN A (US); LANG JEFFREY H (US); JACOBSON STUART A (US); EHRICH FREDRIC F (US); SCHMIDT MARTIN A (US); ANANTHASURESH G K (US); SPEARING MARK S (US); BREUER KENNETH S (US); NAGLE STEVEN F (US),EP,2005.0,1997.0,1
MASSACHUSETTS INST TECHNOLOGY (US),EPSTEIN ALAN H; SENTURIA STEPHEN D; WAITZ IAN A; LANG JEFFREY H; JACOBSON STUART A; EHRICH FREDRIC F; SCHMIDT MARTIN A; ANANTHASURESH G K; SPEARING MARK S; BREUER KENNETH S; NAGLE STEVEN F,WIPO,1998.0,1997.0,1
MASSACHUSETTS INST TECHNOLOGY (US),PATANKAR ANIKET (US); GHONIEM AHMED (US); WU XIAO (US); CHOI WONJAE (US); TULLER HARRY (US),WIPO,2023.0,2022.0,1
"METAFUELS AG (8135 Langnau am Albis, CH); SCHERRER INST PAUL (5232 Villigen, CH)",PEIXOTO ESTEVES FABIO ANDRÉ (CH); KOSS ULRICH (DE); HACKETT LEIGH (CH); KAPOOR SAURABH (CH); RANOCCHIARI MARCO (CH); VAN BOKHOVEN JEROEN (CH),EP,2023.0,2021.0,1
METAFUELS AG (CH); SCHERRER INST PAUL (CH),KOSS ULRICH (DE); HACKETT LEIGH (CH); KAPOOR SAURABH (CH); RANOCCHIARI MARCO (CH); VAN BOKHOVEN JEROEN (CH),WIPO,2023.0,2022.0,1
MICHEL DAVID PHILIPPE (DE),MICHEL DAVID PHILIPPE (DE),WIPO,2023.0,2022.0,1
MINNESOTA MINING & MFG,TAYLOR WALLACE F,DE,1961.0,1955.0,1
"MINNESOTA MINING & MFG (St. Paul, Minnesota 55133-3427, US)",ALM ROGER R (US); STERN RICHARD M (US),EP,1993.0,1992.0,1
"MINNESOTA MINING & MFG (St. Paul, Minnesota 55133-3427, US)",ALM ROGER R (US); STERN RICHARD M (US),EP,1995.0,1992.0,1
MITSUBISHI ELECTRIC CORP,OZAWA TADASHI; ISHIKAWA TAKAAKI; FURUKAWA TOSHIO; NAGASHIMA KEIICHIRO,JP,2016.0,2014.0,1
MITSUBISHI ELECTRIC CORP,OZAWA TADASHI; ISHIKAWA TAKAAKI; FURUKAWA TOSHIO; NAGASHIMA KEIICHIRO,JP,2018.0,2018.0,1
MITSUBISHI HEAVY IND LTD,TAJIRI SHINSUKE; MORIWAKI ATSUSHI; INADA MITSURU; FURUYA SHOJIRO; YUKAWA HIROYUKI; KAWAMATA YOSHIHIRO; KANEKO TAKAO,JP,2012.0,2010.0,1
MITSUBISHI HEAVY IND LTD (JP),SAKAI SHIGERU (JP); KANEMASU MASAYUKI (JP); ABE KENICHIRO (JP); HIGUCHI NAOKI (JP),EP,2007.0,2004.0,1
MITSUBISHI HEAVY IND LTD (JP),SAKAI SHIGERU (JP); KANEMASU MASAYUKI (JP); ABE KENICHIRO (JP); HIGUCHI NAOKI (JP),EP,2012.0,2004.0,1
"MITSUBISHI HEAVY INDUSTRIES,LTD.",Shinsuke Tajiri; Moriwaki Atsushi; Mitsuru Inada; Shojiro Furuya; Hiroyuki Yukawa; Yoshihiro Kawamata; Keiro Kaneko,JP,2014.0,2010.0,1
MONARCH POWER TECHNOLOGY(HK)LTD.,"Joseph Wai, Huy",JP,2019.0,2016.0,1
MONITECH INC (US),MOBLEY LARRY J (US); MCMILLIN BRIAN (US); EDWARDS JIMMY H (US); LEWIS JAMES R (US),EP,2008.0,2006.0,1
MONITECH INC (US),MOBLEY LARRY J (US); MCMILLIN BRIAN (US); LEWIS JAMES R (US); EDWARDS JIMMY H (US),EP,2008.0,2006.0,1
MONITECH INC (US),MOBLEY LARRY J (US); MCMILLIN BRIAN (US); LEWIS JAMES R (US); EDWARDS JIMMY H (US),EP,2012.0,2006.0,1
MONTANA RENEWABLES LLC (US); T EN STONE & WEBSTER PROCESS TECH INC (US); KHURANA VINAY (US); KARNIK ABHIJEET (US),KHURANA VINAY (US); KARNIK ABHIJEET (US); FLEMING BRUCE A (US); WOJCIECHOWSKI MICHAEL (US); COLWELL RON (US); SCHULE ERIC (US); WAGNER ERIC (US); FOWLER SCOTT (US),WIPO,2023.0,2023.0,1
MOORE BARRETT H (US),MOORE BARRETT H (US),WIPO,2008.0,2007.0,2
MORIMOTO TAKAHIRO,MORIMOTO TAKAHIRO; ODA MASAFUMI,JP,2020.0,2018.0,1
MOTTALE SIMA (CH),MOTTALE SIMA (CH),WIPO,2016.0,2016.0,1
MTU AERO ENGINES AG (DE),SCHMITZ OLIVER (DE); KONLE MARCO (DE); KLINGELS HERMANN (DE),WIPO,2023.0,2022.0,1
"MTU AERO ENGINES AG (München, DE)",KLINGELS HERMANN (DE); SCHMITZ OLIVER (DE); KONLE MARCO (DE),DE,2023.0,2021.0,1
Martech Biosciences Corporation,Rip Myr James Cayce; Pfeiffer Third Joseph W.; Hansen John Milton; Apto Kirk E.; Berkeley William Robert; Burrens Paul Warren; Martin david christian,JP,2010.0,2008.0,1
Mitsubishi Electric Corporation,Tadashi Ozawa; Takaaki Ishikawa; Toshio Furukawa; Keiichiro Nagashima,JP,2018.0,2014.0,1
Momentive Performance Materials Inc.,"Datta, Pranabesh; Upkuttan, Vine Krishnan; Nike, sandeep; Sachsena, Anouve Have",JP,2021.0,2019.0,1
Momentive Performance Materials Inc.,"Upkuttan, Vine Krishnan; Datta, Pranabesh; Nike, sandeep; Sachsena, Anouve Have",JP,2021.0,2019.0,1
NANCE C KIRK (US),NANCE C KIRK (US),DE,1998.0,1993.0,1
NANCE C KIRK (US),NANCE C KIRK (US),EP,1994.0,1993.0,1
NANCE C KIRK (US),NANCE C KIRK (US),EP,1997.0,1993.0,1
NANCE C KIRK (US),NANCE C KIRK (US),WIPO,1993.0,1993.0,1
NAT MARITIME RES INST,YAMANE KENJI; MURAKAMI MUTSUNAO; MATSUMOTO TAKAHIRO; INOHARA YOSHIYUKI; FUJIKI NOBUHIKO; AYA TAKEO,JP,2012.0,2010.0,1
NAVIONICS S R L (IT),CARNEVALI GIUSEPPE (IT),WIPO,2018.0,2017.0,1
"NESTE CORP (02150 Espoo, FI)",SANDBERG KATI (FI); KIISKI ULLA (FI),EP,2017.0,2015.0,1
"NESTE CORP (02150 Espoo, FI)",SANDBERG KATI (FI); KIISKI ULLA (FI),EP,2020.0,2015.0,1
NESTE CORP (FI),SANDBERG KATI (FI); KIISKI ULLA (FI),WIPO,2017.0,2016.0,1
NESTE CORP (FI),SUNDBERG AARNE (FI); AALTONEN HEIKKI (FI); KARVO ANNA (FI); VIRTANEN JUHA-PEKKA (FI),WIPO,2017.0,2016.0,1
NESTE OIL OYJ (FI),AALTO PEKKA (FI); SANDBERG KATI (FI); NYMAN TOMI (FI); HAKOLA MAIJA (FI),WIPO,2015.0,2014.0,1
NESTE OIL OYJ (FI),LINDBLAD MARINA (FI); IKONEN ELIAS (FI); SELÄNTAUS MAARIA (FI); KÄLDSTRÖM MATS (FI),WIPO,2015.0,2015.0,1
NESTE OIL OYJ (FI),MUJUNEN MIIA (FI); PASTINEN OSSI (FI); LEHTOMAEKI ILKKA (FI); LAAKSO SIMO (FI); KOSKINEN PERTTU (FI),EP,2012.0,2011.0,1
NESTE OIL OYJ (FI),MUJUNEN MIIA (FI); PASTINEN OSSI (FI); LEHTOMAEKI ILKKA (FI); LAAKSO SIMO (FI); KOSKINEN PERTTU (FI),EP,2013.0,2011.0,1
NESTE OIL OYJ (FI),MYLLOJA JUKKA PEKKA (FI); PIILOLA RAMI (FI),WIPO,2015.0,2015.0,1
NESTE OIL OYJ (FI); MUJUNEN MIIA (FI); PASTINEN OSSI (FI); LEHTOMAEKI ILKKA (FI); LAAKSO SIMO (FI); KOSKINEN PERTTU (FI),MUJUNEN MIIA (FI); PASTINEN OSSI (FI); LEHTOMAEKI ILKKA (FI); LAAKSO SIMO (FI); KOSKINEN PERTTU (FI),WIPO,2012.0,2012.0,1
NESTE OYJ,PEKKA AALTO; KATI SANDBERG; TOMI NYMAN; MAIJA HAKOLA,JP,2019.0,2018.0,1
"NESTE OYJ (02150 Espoo, FI)",AALTO PEKKA (FI); SANDBERG KATI (FI); NYMAN TOMI (FI); HAKOLA MAIJA (FI),EP,2017.0,2014.0,1
"NESTE OYJ (02150 Espoo, FI)",LINDBLAD MARINA (FI); IKONEN ELIAS (FI); SELÄNTAUS MAARIA (FI); KÄLDSTRÖM MATS (FI),EP,2019.0,2014.0,1
"NESTE OYJ (02150 Espoo, FI)",MYLLYOJA JUKKA (FI); PIILOLA RAMI (FI); SELÄNTAUS MAARIA (FI); KARVINEN ESKO (FI),EP,2019.0,2015.0,1
"NESTE OYJ (02150 Espoo, FI)",MYLLYOJA JUKKA PEKKA (FI); PIILOLA RAMI (FI),EP,2019.0,2015.0,1
"NESTE OYJ (02150 Espoo, FI)",SUNDBERG AARNE (FI); AALTONEN HEIKKI (FI); KARVO ANNA (FI); VIRTANEN JUHA-PEKKA (FI),EP,2018.0,2016.0,1
"NESTE OYJ (02150 Espoo, FI)",TIITTA MARJA (FI); KARVO ANNA (FI); KIISKI ULLA (FI); KOLEHMAINEN TERHI (FI); MYLLYOJA JUKKA (FI); PAASIKALLIO VILLE (FI),EP,2021.0,2019.0,1
"NESTE OYJ (02150 Espoo, FI)",TIITTA MARJA (FI); MYLLYOJA JUKKA (FI); SIPPOLA VÄINÖ (FI),EP,2021.0,2019.0,1
NESTE OYJ (FI),AALTO PEKKA (FI); SANDBERG KATI (FI); NYMAN TOMI (FI); HAKOLA MAIJA (FI),EP,2016.0,2014.0,1
NESTE OYJ (FI),HIETALA JUKKA (FI); LEMINEN ANJA (FI); RÄMÖ VIRPI (FI); RÄSÄNEN JUKKA (FI),WIPO,2021.0,2020.0,1
NESTE OYJ (FI),JAMIESON JOHN (FI); MUNOZ GANDARILLAS ANDRES (FI); OJALA ANTTI (FI),WIPO,2023.0,2022.0,1
NESTE OYJ (FI),LINDQVIST PETRI (FI); SIPPOLA VÄINÖ (FI); AALTO PEKKA (FI); HOVI MERI (FI); SUNTIO VILLE (FI); ESCOBEDO JOSÉ (FI),WIPO,2023.0,2023.0,1
NESTE OYJ (FI),MYLLYOJA JUKKA (FI); KANERVO JAANA (FI); MAKKONEN JAANA (FI); TIITTA MARJA (FI),WIPO,2020.0,2019.0,1
NESTE OYJ (FI),MYLLYOJA JUKKA (FI); PIILOLA RAMI (FI); SELÄNTAUS MAARIA (FI); KARVINEN ESKO (FI),EP,2016.0,2015.0,1
NESTE OYJ (FI),MÄKELÄ EVELIINA (FI); ALBERSBERGER SYLVIA (FI); TIITTA MARJA (FI),WIPO,2023.0,2022.0,1
NESTE OYJ (FI),MÄKELÄ EVELIINA (FI); TIITTA MARJA (FI); KÄRKKÄINEN MARJA-LIISA (FI),WIPO,2023.0,2022.0,1
NESTE OYJ (FI),RANTASALO TEEMU (FI); TUOMALA OLLI (FI); NEUVONEN ARTO (FI); VILJA JESSE (FI),WIPO,2021.0,2020.0,1
NESTE OYJ (FI),SUNTIO VILLE (FI); SIFONTES HERRERA VÍCTOR (FI),WIPO,2023.0,2022.0,1
NESTE OYJ (FI),TIITTA MARJA (FI); ALBERSBERGER SYLVIA (FI); MÄKELÄ EVELIINA (FI),WIPO,2023.0,2022.0,1
NESTE OYJ (FI),TIITTA MARJA (FI); KARVO ANNA (FI); KIISKI ULLA (FI); KOLEHMAINEN TERHI (FI); MYLLYOJA JUKKA (FI); PAASIKALLIO VILLE (FI),WIPO,2020.0,2019.0,1
NICA GRIGORE (RO),NICA GRIGORE (RO),EP,2002.0,2001.0,1
NICA GRIGORE (RO),NICA GRIGORE (RO),WIPO,2001.0,2001.0,1
NII PRIKLADNOI FIZ (RU); AVIAKOMPANIYA BAIKAL (RU); ALKHIMOV ANDREI BORISOVICH (RU); DROKOV VIKTOR GRIGORIEVICH (RU); ZARUBIN VALENTIN PAVLOVICH (RU); KAZMIROV ALEXANDR DMITREEVICH (RU); MOROZOV VIKTOR NIKOLAEVICH (RU); PODREZOV ALEXEI MIKHAILOVICH (RU); SKUDAEV JURY DMITRIEVICH (RU),ALKHIMOV ANDREI BORISOVICH (RU); DROKOV VIKTOR GRIGORIEVICH (RU); ZARUBIN VALENTIN PAVLOVICH (RU); KAZMIROV ALEXANDR DMITREEVICH (RU); MOROZOV VIKTOR NIKOLAEVICH (RU); PODREZOV ALEXEI MIKHAILOVICH (RU); SKUDAEV JURY DMITRIEVICH (RU),WIPO,1997.0,1996.0,1
NIMBALKAR SHRIKANT DILIP (IN); NIMBALKAR KEDAR DILIP (IN),NIMBALKAR SHRIKANT DILIP (IN); NIMBALKAR KEDAR DILIP (IN),WIPO,2020.0,2020.0,1
NIPPON KOKU DENSHI KOGYO KK,YOKOTA KOICHI,JP,1998.0,1993.0,1
NIPPON OIL CORP,KANEKO TAKASHI; HIROSE MASANORI,JP,2007.0,2005.0,2
NIPPON OIL CORP,KANEKO TAKASHI; IKI SUGURU,JP,2007.0,2006.0,1
NIPPON OIL CORP,KANEKO TAKASHI; IKI SUGURU,JP,2007.0,2007.0,1
NIPPON OIL CORP,SONE TADATOSHI; IGARASHI JINICHI; OKAMOTO KENICHI; SAITO KENICHIRO; KONISHI SHOZABURO,JP,2002.0,2001.0,1
NISHIZAWA KATSUYA,NISHIZAWA KATSUYA,JP,2023.0,2023.0,1
NONPROFIT PARTNERSHIP IN SCEINCE EDUCATION AND INNOVATION ACTIVITIES CT FOR PULSE DETONATION COMB (RU),FROLOV SERGEY MIHAILOVICH (RU); ZANGIEV ALAN ELBRUSOVICH (RU); IVANOV VLADISLAV SERGEEVICH (RU); AVDEEV KONSTANTIN ALEKSEEVICH (RU),WIPO,2015.0,2013.0,1
NORDEX ENERGY GMBH (DE),VOS EBERHARD (DE),DE,2005.0,2004.0,1
NORDEX ENERGY GMBH (DE),VOS EBERHARD (DE),DE,2008.0,2004.0,1
NORDEX ENERGY GMBH (DE),VOSS EBERHARD (DE),EP,2010.0,2005.0,1
NOROYAN GEVORG SEREZHAEVICH (RU),NOROYAN GEVORG SEREZHAEVICH (RU),WIPO,2016.0,2016.0,1
NORTH AMERICAN AVIATION INC,R KASSNER RUDOLPH; L BINSLEY ROBERT,DE,1969.0,1965.0,1
NORWEGIAN UNIV SCI & TECH NTNU (NO); SINTEF AS BY ITS INST SINTEF INDUSTRY (NO),CHEN DE (NO); ROUT KUMAR RANJAN (NO); YEBOAH ISAAC (NO),WIPO,2020.0,2020.0,1
NOVIKOV-KOPP IVAN (DE),NOVIKOV-KOPP IVAN (DE),WIPO,2010.0,2010.0,1
NOXTECH INC (US),SUDDUTH BRUCE C (US); SLONE RALPH J (US); PALEKAR VISHWESH (US); RAMAVAJJALA MADHU (US),EP,2008.0,1997.0,1
NOXTECH INC (US); SUDDUTH BRUCE C (US); SLONE RALPH J (US); PALEKAR VISHWESH (US); RAMAVAJJALA MADHU (US),SUDDUTH BRUCE C (US); SLONE RALPH J (US); PALEKAR VISHWESH (US); RAMAVAJJALA MADHU (US),WIPO,1998.0,1997.0,1
Neste Osake Yukitua Yurukinen,"Mulloya, Yucca; Kanervo, Yana; McConnen, Jana; Titta, Maruya",JP,2022.0,2019.0,2
"Neste Yurkinen, Salmon, Yukitua","Aalto, Pekka; Sand Bali, Katy; Neiman, Tomi; Hakora, maya",JP,2017.0,2014.0,1
"Neste Yurkinen, Salmon, Yukitua","Aalto, Pekka; Sand Bali, Katy; Neiman, Tomi; Hakora, maya",JP,2019.0,2014.0,1
"Neste Yurkinen, Salmon, Yukitua","Aalto, Pekka; Sand Bali, Katy; Neiman, Tomi; Hakora, maya",JP,2021.0,2018.0,1
"New Generation Biofuels, Incorporated; PJ Bio Energy Holding Limited","Petrucci, Ferdinand; Festuccia, Andrea",JP,2009.0,2007.0,1
Nuovo Pignone Tecnologie S.R.L.,"Lombardy, Luka; Mavrie, Lajesh; Lady, Vishnu Barhan",JP,2018.0,2016.0,1
Nuovo Pignone Tecnologie S.R.L.,"Lombardy, Luka; Mavrie, Lajesh; Lady, Vishnu Barhan",JP,2020.0,2016.0,1
OBRIST TECH GMBH (AT),OBRIST FRANK (AT),WIPO,2022.0,2022.0,1
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU FLYTUSE (RU),SOLODOVNIKOV IURII VLADIMIROVICH (UA),WIPO,2022.0,2022.0,1
OBSHCHESTVO S OGRANICHENNOJ OTVETSTVENNOSTYU АVIASTROITELNAYA KOMPANIYA «TEKHNOVETER» (RU),ZIMENSKAYA ELLINA VLADIMIROVNA (RU),WIPO,2021.0,2021.0,1
OCEANFUELS INC (US); COPP E ANTHONY (US); JOSHI PRASHANT G (US); GLANTZ DALE (US); ANIOL LAWRENCE J (US),COPP E ANTHONY (US); JOSHI PRASHANT G (US); GLANTZ DALE (US); ANIOL LAWRENCE J (US),WIPO,2011.0,2010.0,1
"OESTE FRANZ-DIETRICH (35274 Kirchhain, DE); RIES ERNST (36154 Hosenfeld, DE)",OESTE FRANZ-DIETRICH (DE),EP,2017.0,2002.0,1
OESTE FRANZ-DIETRICH (DE); RIES ERNST (DE),OESTE FRANZ-DIETRICH (DE),WIPO,2003.0,2002.0,1
OTTO WILLIAM M (US),OTTO WILLIAM M (US),EP,2015.0,2014.0,1
OTTO WILLIAM M (US),OTTO WILLIAM M (US),WIPO,2014.0,2014.0,1
"OTTO WILLIAM M (Yorba Linda, California 92887, US)",OTTO WILLIAM M (US),EP,2021.0,2014.0,1
PAPST WALTER,PAPST WALTER (DE),DE,1986.0,1985.0,1
PARADIGM FUELS PTY LTD (AU),CLIFFORD PETER JAMES (AU); CLIFFORD NATHAN JAMES (AU); HACK DAVID JOSHUA (AU),WIPO,2023.0,2022.0,1
"PARKER HANNIFIN CORP (Cleveland Ohio 44112, US)",SIMMONS HAROLD C (US); HARVEY REX J (US),EP,2000.0,1994.0,2
"PARKER HANNIFIN CORP (Cleveland Ohio 44112, US)",SIMMONS HAROLD C (US); HARVEY REX J (US),EP,2003.0,1994.0,1
"PARKER HANNIFIN CORP (Cleveland, OH 44124-4141, US)",SIMMONS HAROLD C (US); HARVEY REX J (US),EP,2007.0,1994.0,1
"PARKER HANNIFIN CORP (Cleveland, Ohio 44112, US)",SIMMONS HAROLD C (US); HARVEY REX J (US),EP,1996.0,1994.0,1
"PARKER HANNIFIN CORP (Cleveland, Ohio 44112, US)",SIMMONS HAROLD C (US); HARVEY REX J (US),EP,2001.0,1994.0,1
PARKER HANNIFIN CORP (US),SIMMONS HAROLD C (US); HARVEY REX J (US),DE,2004.0,1994.0,1
PARKER HANNIFIN CORP (US),SIMMONS HAROLD C (US); HARVEY REX J (US),DE,2008.0,1994.0,1
PARKER HANNIFIN CORP (US),SIMMONS HAROLD C (US); HARVEY REX J (US),EP,2003.0,1994.0,1
PARKER HANNIFIN CORP (US),SIMMONS HAROLD C (US); HARVEY REX J (US),EP,2004.0,1994.0,1
PARKER HANNIFIN CORP (US),SIMMONS HAROLD C; HARVEY REX J,WIPO,1995.0,1994.0,1
PATTERSON WILLIAM P (US); BAILEY RONALD J (US),PATTERSON WILLIAM P,EP,1983.0,1982.0,1
PATTERSON WILLIAM P; BAILEY RONALD J,PATTERSON WILLIAM P (US); BAILEY RONALD J (US),WIPO,1983.0,1982.0,1
PETRISHCHEV VLADIMIR FEDOROVICH (RU),PETRISHCHEV VLADIMIR FEDOROVICH (RU),WIPO,2021.0,2020.0,1
PETROLEO BRASILEIRO SA PETROBRAS (BR),RABELLO CARLOS RENE KLOTZ (BR); JUNIOR MARLITO GOMES (BR),WIPO,2023.0,2022.0,1
PETROLEO BRASILEIRO SA PETROBRAS (BR),RENE CHAMBERLAIN PRAVIA OSCAR (BR); BELLO DE OLIVEIRA ANDRE (BR); DE REZENDE PINHO ANDREA (BR); LOUREIRO XIMENES VITOR (BR); BRANDO BEZERRA DE ALMEIDA MARLON (BR),WIPO,2023.0,2023.0,1
"PETROLEO BRASILEIRO SA PETROBRAS (Rio de Janeiro, BR)",LUIZ ZOTIN JOSE (BR); EDRAL PACHECO MARCELO (BR); CAETANO CHISTONE RODRIGO (BR); RICHARD GILBERT WILLIAM (BR); SANTOS DUARTE ISA (BR); DE REZENDE PINHO ANDRE (BR); ROBERTO GOMES JEFFERSON (BR),DE,2023.0,2022.0,1
"PFAMMATTER THOMAS (3930 Visp, CH); STEFFEN DOMINIQUE (3900 Brig, CH)",DEMONT SÉBASTIEN (CH); PFAMMATTER THOMAS (CH); STEFFEN DOMINIQUE (CH),EP,2021.0,2017.0,1
PIERBURG LUFTFAHRTGERAETE (DE),HOLZEM HEINZ (DE); HEMMER GEORG (DE); KANIS PAUL-GERHARD (DE); HECKLER ROLF PETER (DE),DE,1987.0,1985.0,1
PIONEER ROCKETPLANE CORP (US),CLAPP MITCHELL B; ZUBRIN ROBERT M,WIPO,1998.0,1998.0,1
PITMAN JAMES (GB),PITMAN JAMES (GB),WIPO,2020.0,2019.0,2
"PITMAN JAMES (London W10 6EP, GB)",PITMAN JAMES (GB),EP,2020.0,2019.0,1
POLNOX CORP (US),CHOLLI ASHOK (US); TONGA MURAT (US),WIPO,2018.0,2018.0,1
"PRATT & WHITNEY CANADA (Longueuil, Québec J4G 1A1, CA)",FREER RICHARD (CA); QUILLET DOMINIK (CA); RANCOURT DAVID (CA),EP,2023.0,2023.0,1
"PRATT & WHITNEY CANADA (Longueuil, Québec J4G 1A1, CA)",STRATTON RUSSELL (CA),EP,2024.0,2023.0,1
"PRAXAIR ST TECH INC (North Haven, CT 06473, US)",WANG DAMING (US); KLEYMAN ARDY S (US); HUGHES KASEY D (US),EP,2021.0,2019.0,1
PRAXAIR ST TECH INC (US),WANG DAMING (US); KLEYMAN ARDY (US); HUGHES KASEY (US),WIPO,2020.0,2019.0,1
